Column1,Column2,Column3,Column4,Column5
제목,내용,댓글,작성일자,URL
1229 코스피갤 콜풋투표,"1229(목) 코스피 지수 예상 : 하락상승 23하락 44오늘 코스피 지수는 44.05 포인트 하락, 장마감 시 2336.40 포인트를 기록했습니다. 퍼센트로는 1.93% 하락했습니다.1229(목) 실제결과 : 하락다음 거래일 증시에 대한 예상 투표를 해주세요.0102(월) 콜이라고 생각되면 추천, 풋이라고 생각되면 비추*보합판정투표수 조정: 기존 10개 이내-> 변경후 5개 이내*보합기준치 조정: 기존 0.5%이내 -> 변경 후 0.25% 이내- dc official App",CuteSena (2022.12.29 20:01:22): 둘다눌러|ㅇㅇ (2022.12.29 20:24:46): 올 상상이상으로 쳐 빼던데 흠 새해 시작은 콜로 가자|오징어뽁음 (2022.12.30 10:33:12): 쳐올라라 글로벌텍스프리  - dc App|ㅇㅇ (2022.12.30 21:28:45): 이새긴 꾸준하노|ㅇㅇ (2022.12.30 21:37:21): 내가 생각한것보다 더뺀다는 이론이 맞앗넹ㅋㅋㅋ 그래도 첫날은 빨간불로 시작하길|ㅇㅇ (2022.12.31 21:56:51): 요새 이거만 따라가도 돈번다|ㅇㅇ (2023.01.01 15:47:18): 생각보다 이거 승률 좋음,2022-12-29 15:58:00,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2549499&exception_mode=recommend&search_pos=-2554423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
2023년 전망 나는 이렇게 본다,"2021년은 미국 주식의 해고 2022년은 단기회사채의 해라고 봤음왜냐하면 2021년 상반기만 해도 원화 씹강세여서 미국 증시가 원화로 환산해보면 너무 못 올랐음2022년이야 파월이 그 전부터 금리 올린다 올린다 올리기 전에 알아서 튀어라 신호 보내고 있었기 때문에 금리 인상기엔 만기 짧은 단기회사채로 짧게짧게 만기 상환 먹으면서 새걸로 바꿔가면 개꿀이겠다고 계산이 섰음하지만 2023년은 진짜 나도 모르겠다진짜 하나도 안 보임여기에서 단서를 찾음모르겠다?아몰랑?변동성만 존나 심한 횡보장연말에 보면 변한 건 하나도 없는데 연중으로 보면 변동성만 오지게 커서 롱숏 다 죽여버리는 장국장은 테마도 졸라 짧고 하반기 가면 정치테마주 붐. 하지만 총선이라 대선같은 파괴력은 없고 역시나 짧고 토끼처럼 조루 찍정치테마주는 여당은 안씨, 한씨가 좀 변동성 심하고 야당은 내부 분열로 인해 또 이씨vs이씨 테마주 싸움 붙지 않을까 싶음금리는 상반기까지는 올리고 이후 횡보횡보횡보. 채권에 기관 개인 다 몰리고 있기 때문에 또 금리 올려서 모가지 따버린 후에 하반기에 횡보횡보횡보국장은 정부가 채권 무너지면 증시는 멸망이기 때문에 무조건 채권부터 살리려고 할 거고, 채권시장 안정에만 계속 주력하는 한 해가 될 거 같음예적금은 정부 컨트롤 빡세게 들어갈 거기 때문에 금리가 그렇게 크게 뛰지는 않을 거 같음(예적금 금리 올리지 말고 대신 대출 금리도 올리지 말라는 식으로 개인부채 컨트롤중이기 때문)자산 시장은 횡보횡보횡보이지만 일반인 체감 경기는 좆박았다고 느껴질 거 같음. 일반인 체감이 자산 시장보다 좀 느리기 때문대충 코스피 2200 기준으로 하단 2000 상단 2500쯤 되지 않을까 싶음 (2100~2450으로 보나 소폭 이탈 가능)지금까지 보이는 것들로 보면 이렇게 보임반박시 너 말이 맞음",ㅇㄷ (2022.12.30 23:19:50): 박스장이 돈벌기는 가장 쉬운듯 RSI랑 볼밴보고 매매하면 되니까 - dc App|shoveit (2022.12.30 23:53:06): 초보들은 그걸 못 보니까 횡보장에서 넣다 뺐다 하다가 계좌 녹고 ㅠ|ㅇㅇ (2022.12.31 00:25:40): 박스장엔 개미들 주름펴서 쳐맞음ㅋ|ㅇㅇ (2022.12.31 01:30:23): 마지막에 반박시 너말이맞음 이라고 댓글다는 애들 100%가 병신임  - dc App|무리뉴 (2022.12.31 17:26:37): 쿨찐들 ㅋㅋ - dc App|ㄷㄷㄷ (2022.12.31 04:38:08): 2200 으로 시작해서 저점 1300 찍고 1500 이상 반등|ㄹㄷ (2022.12.31 07:41:33): 근데..니가 먼데?  - dc App|ㅇㅇ (2022.12.31 15:38:46): ÷2,2022-12-30 23:08:46,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2551846&exception_mode=recommend&search_pos=-2554423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
(약스압) 2022년 존버중인 숏충이 결산과 투자기록,"1 이미지 순서 ON2 이미지 순서 ON산타랠리는 없었고, 예상대로 시장은 하락으로 무난흘렀음.여러가지 지표들을 보고 있지만 역시 특별한게 없는한 내년 초까지는 숏 존버할 것 같음.그리고 기간수익 부분에서 역시 지수가 위아래로 출렁이며 하락 하다보니 인버스 2배 레버리지라도 녹는걸 확인함.회고에 앞서 우선 나는 코갤이나 미주갤에 간간히 인증하는 고수들에 비하면 실력도, 시드도 풋사과임을 밝힘.2021년 늦가을부터 곱버스를 분할매집함. 이유는 당연히 높은 인플레와 유동성의 버블이 정점이라 생각.또한 그에 앞서 유동성 선봉이라 생각하는 비트코인이 고점을 찍고 불안한 조짐을 보이기 시작해서.마침 그때부터인가 옐런과 파월이 인플레 걱정없다, 일시적이다, 금리 인상 안한다 등의 설레발 치던걸로 기억.물론 그당시엔 고닉도 안팠고 유동으로 종종 곱버스 산거 의견을 물어봤는데 돌아오는 대답은 조소와 비하였음.누구도 코스피 3,500 돌파를 의심하지 않았고, 삼성은 14만은 기정사실에 국민주로 등극 또한 카카오와 네이버도 안사면 병신취급당했던걸로 기억함.나도 당시엔 비트코인 1억, 코스피 4,000, 나스닥 2만 돌파는 어쩌면 가능할지도 모른다고 생각했음.그러나 나름대로 지표 분석하고, 과거 통계자료 보고 이것저것 내 나름의 머리를 굴린결과 답은 인버스 몰빵이라고 생각했음.선물과 옵션은 하지 않음. 정확히 못한다고 표현해야할듯. 리스크를 감당할정도의 실력이 나한텐 없으니까.또한 그당시에도 출렁이던 원자재도 건들지 않음. 원자재와 환율은 신의 영역이라 생각해서 내가 컨트롤할수 없을것 같았음.결국 내가 선택한 전략은 2022년이 되기전까지 곱버스 몰빵에 그나마 조금 큰 변동성 투자로 코인 5레버 숏을 걸음.3 이미지 순서 ON당시 곱버스 2,000원 이하 매수는 매우 유효하다고 생각해서 지속적으로 매입함.그리고 곱버스가 연일 최저점을 갱신할때 곱버스가 너무 가격이 떨어져서 상폐된다느니, 혹은 합쳐져서 재상장한다느니 등의 소문이 돌았음.겁먹지 않았으면 거짓말이었을듯. 스스로 내가 틀린건가 몇 번이나 의심함.쥐좆시드지만 손실의 두려움에 부처님의 말씀인 나 자신을 등불삼아라를 몇 번이나 마음에 새김.그러나 왜인지 모르겠는데 1월 중순이던가 엘지엔솔 상장이후 시장이 본격적으로 박살날거 같은 느낌이 들었음.시장이 언제 하락할지는 또 얼마나 더 고점을 갱신할지는 아무도 모르고 막연히 분할 매수 완료후 기다리기만 했는데, 딱 엘지 엔솔때 감이 왔음.그리고 생각대로 시장은 인플레 이슈로 무너지기 시작함.그후부터는 코스피 2,800, 2,600 2,400 순으로 200포인트마다 곱버스를 분할매도 하고 다들 기억할지 모르겠지만 7~8월 여름 강하게 반등 할 때 오히려 닥버스와 곱버스를 탐욕스럽게 추매함.그렇게 계속 분석하고 확인하고 존버하면서 결국 올해 말까지 숏 존버함.사실 내 생각은 올해 가을까지 시장이 개박살나고 이후에 롱으로 전환해야 한다고 예상했는데, 시장은 생각보다 저항이 강하고, 또 그만큼 골이 더 길게 이어질거라 생각이 바뀌었음.결국 지금의 포지션은 여전히 숏 존버. 여태 투자에서 내 인생 역사상 최대한으로 숏충이로써 버틴거 같음.원래는 나도 스윙매매하고, 단타치고, 또 테마주 투자하는 개미었지만 도저히 시장을 이길수도, 수익을 잘낼수도 없었음.이후 전략을 바꾸기로 결심한게, 최대한 내가 잘알고, 유리한 분야만 투자하기(ETF). 그리고 거래 횟수 줄이기.헌데 결산을 했지만 돌이켜보면 난 올해 운이 좋았을 뿐일고, 내년은 또 어떻게 될지 모르겠음.아마 한동안은 여전히 숏은 존버하겠지만 그래도 2024년이 오기전엔 다시 예전처럼 롱으로 전환할듯함.그럼 다들 올해 장 고생했고 앞으로도 성투하시길 기원합니다.저도 별거없는 놈이지만 그래도 앞으로도 꾸준히 갤에 기록을 남겨서 생존 인증하겠습니다.",무리뉴 (2022.12.29 20:35:58): ㅇㅂ - dc App|ㅇㅇ (2022.12.29 21:39:15): 좆고수,2022-12-29 18:47:24,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2549917&exception_mode=recommend&search_pos=-2554423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
이새끼들 한 해 고생했으면 개추 ㅋㅋ,"바로 ""코스피갤러들"" ㅋㅋㅋ",SMN (2022.12.29 17:06:03): 급식갤 감성이노|ㅇㅇ (2022.12.29 18:15:26): 코생해따..내년엔 찐반이다..,2022-12-29 15:22:23,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2549328&exception_mode=recommend&search_pos=-2554423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
"""코스피 내년 2850 정도까지는 오를 것 """,,ㅇㅇ (2022.12.29 09:47:42): 1850 뚫고 지옥가겠노|ㅁㅇㅇㅁㅇ (2022.12.29 09:51:05): 코스피 185  컄ㅋㅋㅋㅋ  - dc App|ㅇㅇ (2022.12.29 09:51:44): 극단적으로 지가 4천까지 간다면서 안감 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.12.29 15:50:29): 극단적이네|ㅇㅇ (2022.12.29 15:50:39): 이새끼 맞추는 걸못보노 ㅋㅋㅋㅋㅋㅋㅋ|자궁론 (2022.12.29 15:50:52): 좆스피 18.5  나라좆망 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.12.29 15:51:17): 개무섭노 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ|ㅇㅇ (2022.12.29 15:52:00): 염블리 ㅋㅋㅋ|ㅇㄷ (2022.12.29 15:52:16): 저러니 욕쳐먹지 컄ㅋㅋㅋㅋㅋ - dc App|ㅇㅇ (2022.12.29 15:53:23): 버스각|ㅇㅇ (2022.12.29 15:56:01): 염승사자 ㅋㅋㅋㅋㅋㅋ|ㅇ ㅇ (2022.12.29 15:58:49): 쌍욕박아도 판사가 무죄 떄릴듯|ㅇㅇ (2022.12.29 16:22:26): 2800에 유리천장 만드냐 돌겠네 진짜|무리뉴 (2022.12.29 20:38:41): 제발 이 새끼만 아니길 하고 들어왔는데 역시나였노 - dc App,2022-12-29 09:47:01,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2548242&exception_mode=recommend&search_pos=-2554423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
1228 코스피갤 콜풋투표,"1228(수) 코스피 지수 예상 : 하락상승 23하락 36오늘 코스피 지수는 52.34 포인트 하락, 장마감 시 2380.45 포인트를 기록했습니다. 퍼센트로는 2.24% 하락했습니다.1228(수) 실제결과 : 하락다음 거래일 증시에 대한 예상 투표를 해주세요.1229(목) 콜이라고 생각되면 추천, 풋이라고 생각되면 비추*보합판정투표수 조정: 기존 10개 이내-> 변경후 5개 이내*보합기준치 조정: 기존 0.5%이내 -> 변경 후 0.25% 이내- dc official App",ㅇㅇ (2022.12.28 15:41:44): 비추 어떻게 살렸노|10$ (2022.12.28 15:45:14): 지수하락하길래 비추버튼 뽑았다가 장 끝나고 살림요;ㅅ;/ - dc App|ㅇㅇ (2022.12.28 17:14:45): 콜|ㅇㅇ (2022.12.28 17:26:46): 낼은 강보합 본다|ㅇㅇ (2022.12.28 19:15:49): 끝없이 떨어질 듯|ㅇㅇ (2022.12.28 21:20:12): 내일은 당연히 콜이지,2022-12-28 15:40:45,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2547122&exception_mode=recommend&search_pos=-2544423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
내가 시드 1억 2천에 -60~65% 왔다갔다 하는데,여기 코스피갤에서 딱 중간일거다나보다 시드 훨씬 크고 많이 잃은 사람들도 많고 적은 시드에 조금 잃은 사람들도 많겠지중간 입장에서 말하건데개잡주가 아닌 이상 주식은 그냥 놔두면 오른다항상 그랬듯이,"ㅇㅇ (2022.12.28 21:22:49): 카카오는 개잡주냐?|ㅇㅇ (2022.12.28 21:23:55): 개잡주지|ㅇㅇ (2022.12.28 21:24:09): 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.12.28 21:24:12): 잡주는 아닌데 잡주같은 잡주 아닌 잡주지|ㅇㅇ (2022.12.28 21:24:30): 잡주넼ㅋㅋ컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.12.28 21:23:22): 오르긴 오르겠지 시간의 문제지만 아 완전 망해서 상폐 되는 경우도 있긴 하지만...|ㅇㅇ (2022.12.28 21:23:43): -15%면 어느 정도냐|ㅇㅇ (2022.12.28 21:25:40): 코로나 이전부터를 합산한거라면 너는 진짜 주식의 신이다|뿌까삐 (2022.12.28 21:26:40): 개잡주가 아닌 주식이 오를거다가 아니라, 시간이 지나서 되돌아봤을때 안오른 주식을 개잡주라고 하는거 아닐까? - dc App|ㅇㅇ (2022.12.28 21:34:29): 노인증ㅋ|구름의마녀2 (2022.12.28 21:38:35): 크래프톤 개잡주냐? - dc App|ㅁㄴㅇㄹ (2022.12.28 21:38:45): 마60이 어떻게 중간이놐ㅋㅋ 한 마 30정도가 중간일듯. 졷스피 최고점에서 낙폭이 마30조금넘으니  - dc App|ㅇㅇ (2022.12.28 22:09:41): 아니지 니 다리가 찢어진 그 다음에 오르지 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|무리뉴 (2022.12.28 22:27:15): 고닉들 의외로 -10 안 될 거 같은데 - dc App|ㅇㅇ (2022.12.28 22:54:32): 중간 맞나 나도 보합 다되가는데|유이'ㅅ' (2022.12.28 23:49:42): 회전율로 따지면 -0.1%ㅋㅋㅋ  - dc App|ㅇㅇ (2022.12.29 01:14:16): 살다살다 -60%한테 훈장질을 당하네|ㅇㅇ (2022.12.29 02:37:38): 1. 기회비용. 손절하고 다른종목으로 더 많이 벌수 있음 2. 편향적 판단. 존버하던 과거의 많은 주식들이 상폐당했고우리가 보고있는건 살아남은 회사임.3. 반대사례. 롯데같은 우량 기업들도 7년째 전고점 못넘고 있음.롯데는 전고점 넘으려면 앞으로 얼마나 더 기다려야 할까 참고로 쌍용차는 전고점 72만원이고 현재 8700원대임|ㅇㅇ (2022.12.29 07:08:31): 항상 느낀다.. 개미들은 예금이 낫구나|전업이나할까 (2022.12.29 10:29:42): 평생 그렇게 자위하며 살아",2022-12-28 21:22:16,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2547647&exception_mode=recommend&search_pos=-2544423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
07~08 주식장 경험해본 아저씨의 소회. ,"그땐 돈 300 들고 주식장 들어온 스무살 주린이었는데 지금은 뱃살 나온 주저씨됨.  갠적으로 07년이 코스피 최고의 전성기였음  사면 올랐었거든. 특히 조선,해운은 엄청났었음. 06년 1천도 못 뚫은 코스피가 07년말 2천 뚫었다는게 말이 되냐 모두가 주식장에 돈들고 갔었고 브라질 펀드니 중국 펀드니 펀드만 넣으면 수십퍼센트 돈 복사됨. 혼합형이니 뭐니 파생상품 비슷한것도 수익률 엄청났었고.  근데 그날이 왔음. 07년말부터 베어스탠스가 흔들린다는 말이 돌면서 전세계적으로 완만하게 증시가 꺾이기 시작했다. 그래도 모두가 일시적 조정이라고 생각했었다. 주갤 아재들도 찬스라고 하락할때마다 하따치거나 추매함. 물론 다 물려서 피토하셨지만. 11개월간 3~4번에 걸쳐 계단형으로 증시는 내려왔었고 1300선을 찍었을때 모두가 끝이라고 생각했다. 이제서야 참고 참은 보람이 있었다고 마지막까지 버티던 개미들도 그동안 모은돈으로 전부 하따쳤었음.  그리고 리먼브라더스,메릴린치,AIG 파산!!! 1300선에서 코스피는 광속으로 890선까지 곤두박질쳤었다. 그때만큼 주식장이 무서웠던적이 없었음. 장난아니고 모든 주식들이 파랗게 내려꽂는데 세상이 망하는 줄 알았다. 정말 한 종목도 빨간색이 안보였음. 그때 평범한 진리를 다시 깨달았지. 영원한 상승은 없구나.   - dc official App",ㅇㅇ (2022.12.28 12:24:06): 지금이 딱 2008뇬 코스피 1300 느낌인듯|ㅇㅇ (2022.12.28 12:24:33): 여기서 30%가 하락해야 리먼급인데 가능할까|ㅇㅇ (2022.12.28 12:28:17): 지금이랑 똑같네|ㅇㅇ (2022.12.28 15:48:45): 이명박이 그래서 대단한거임. 모두가 SELL을 외칠때 이명박 혼자 지금이 BUY할때입니다. 호소했지만 개새기들 아무도 안듣고 결국 오르자 도리어 이명박 욕함|ㅇㅇ (2022.12.28 15:49:13): 단타가 답인이유|ㅇㅇ (2022.12.28 15:53:41): 읍 그때 증껀사다녔었는데 시바꺼 ㅋㅋㅋ 좃같았는데ㅡ 지금은 50억대 자산가됨 ㅋㅋ 경험이 중요|ㅇㄱ (2022.12.28 16:28:40): 흐미|ㅇㅇ (2022.12.28 16:58:27): 재미지네  썰 더 풀어주셈,2022-12-28 12:22:43,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2546682&exception_mode=recommend&search_pos=-2544423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
1227 코스피갤 콜풋투표,"1227(화) 코스피 지수 예상 : 상승상승 36하락 24오늘 코스피 지수는 15.65 포인트 상승, 장마감 시 2332.79 포인트를 기록했습니다. 퍼센트로는 0.68% 상승했습니다.1227(화) 실제결과 : 상승다음 거래일 증시에 대한 예상 투표를 해주세요.1228(수) 콜이라고 생각되면 추천, 풋이라고 생각되면 비추*보합판정투표수 조정: 기존 10개 이내-> 변경후 5개 이내*보합기준치 조정: 기존 0.5%이내 -> 변경 후 0.25% 이내- dc official App",ㅇㅇ (2022.12.27 16:11:10): 내일 배당락 - dc App|sinia (2022.12.27 19:35:10): 내일은 떡상할꺼야|ㅇㅇ (2022.12.27 20:41:35): 약보합 예상|ㅇㅇ (2022.12.27 22:17:38): 낼이야 머 풋이지|검은아이 (2022.12.27 22:27:14): 낼 떡상|오징어뽁음 (2022.12.27 22:48:12): 내일 글로벌텍스프리 상한가  - dc App|ㅇㅇ (2022.12.28 11:01:02): 나라시마이컄,2022-12-27 16:10:20,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2544764&exception_mode=recommend&search_pos=-2544423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%ED%94%BC&page=1
